part_name,part_number,quantity,material_type,material_grade,material_thickness,finish,cut_len_in,num_cuts,mat_use_sqin,sheet_area_sqin,surf_area_sqin,volume_in3,length_in,thickness,source_file,part_id,price_per_part
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.074,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p074_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,36.23
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.074,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p074_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,71.57
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.074,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p074_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.36
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.074,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p074_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,43.08
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.074,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p074_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,81.3
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.074,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p074_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.16
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.074,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p074_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,34.39
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.074,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p074_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,69.74
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.1,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p100_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,18.14
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.1,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p100_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,41.42
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.1,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p100_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,76.5
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.1,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p100_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.88
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.1,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p100_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,48.27
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.1,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p100_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,86.22
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.1,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p100_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.68
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.1,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p100_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,39.58
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.1,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p100_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,74.66
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.12,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p120_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,18.63
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.12,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p120_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,46.06
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.12,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p120_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,80.77
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.12,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p120_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,22.37
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.12,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p120_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,52.92
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.12,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p120_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,90.5
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.12,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p120_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.17
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.12,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p120_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,44.23
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.12,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p120_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,78.93
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.187,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p187_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.25
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.187,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p187_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,60.65
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.187,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p187_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,95.31
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.187,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p187_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,24.0
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.187,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p187_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,67.5
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.187,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p187_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,105.03
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.187,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p187_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,18.8
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.187,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p187_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,58.81
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.187,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p187_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,93.47
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.25,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p250_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,22.09
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.25,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p250_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,75.79
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.25,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p250_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,111.05
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.25,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p250_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,25.83
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.25,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p250_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,82.64
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.25,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p250_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,120.77
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.25,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p250_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.63
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.25,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p250_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,73.95
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.25,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p250_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,109.21
Part 9,25-09-083-035,1,Steel,1008,0.048,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p048_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.75
Part 7,25-09-719-699,1,Steel,1008,0.048,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p048_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,27.35
Part 8,25-09-951-310,1,Steel,1008,0.048,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p048_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,62.93
Part 9,25-09-083-035,1,Steel,1008,0.048,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p048_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.5
Part 7,25-09-719-699,1,Steel,1008,0.048,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p048_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,34.2
Part 8,25-09-951-310,1,Steel,1008,0.048,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p048_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,72.65
Part 9,25-09-083-035,1,Steel,1008,0.048,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p048_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.3
Part 7,25-09-719-699,1,Steel,1008,0.048,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p048_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,25.51
Part 8,25-09-951-310,1,Steel,1008,0.048,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p048_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,61.09
Part 9,25-09-083-035,1,Steel,1008,0.059,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p059_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.87
Part 7,25-09-719-699,1,Steel,1008,0.059,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p059_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,28.47
Part 8,25-09-951-310,1,Steel,1008,0.059,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p059_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,63.98
Part 9,25-09-083-035,1,Steel,1008,0.059,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p059_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.61
Part 7,25-09-719-699,1,Steel,1008,0.059,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p059_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,35.33
Part 8,25-09-951-310,1,Steel,1008,0.059,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p059_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,73.71
Part 9,25-09-083-035,1,Steel,1008,0.059,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p059_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.41
Part 7,25-09-719-699,1,Steel,1008,0.059,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p059_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,26.64
Part 8,25-09-951-310,1,Steel,1008,0.059,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p059_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,62.15
Part 9,25-09-083-035,1,Steel,1008,0.074,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p074_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.04
Part 7,25-09-719-699,1,Steel,1008,0.074,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p074_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,30.11
Part 8,25-09-951-310,1,Steel,1008,0.074,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p074_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,65.51
Part 9,25-09-083-035,1,Steel,1008,0.074,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p074_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.78
Part 7,25-09-719-699,1,Steel,1008,0.074,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p074_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,36.97
Part 8,25-09-951-310,1,Steel,1008,0.074,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p074_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,75.23
Part 9,25-09-083-035,1,Steel,1008,0.074,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p074_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.58
Part 7,25-09-719-699,1,Steel,1008,0.074,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p074_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,28.28
Part 8,25-09-951-310,1,Steel,1008,0.074,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p074_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,63.67
Part 9,25-09-083-035,1,Steel,1008,0.104,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p104_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.43
Part 7,25-09-719-699,1,Steel,1008,0.104,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p104_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,33.32
Part 8,25-09-951-310,1,Steel,1008,0.104,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p104_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,68.97
Part 9,25-09-083-035,1,Steel,1008,0.104,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p104_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.17
Part 7,25-09-719-699,1,Steel,1008,0.104,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p104_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,40.17
Part 8,25-09-951-310,1,Steel,1008,0.104,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p104_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,78.69
Part 9,25-09-083-035,1,Steel,1008,0.104,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p104_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.97
Part 7,25-09-719-699,1,Steel,1008,0.104,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p104_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,31.48
Part 8,25-09-951-310,1,Steel,1008,0.104,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p104_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,67.13
Part 9,25-09-083-035,1,Steel,1008,0.119,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p119_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.75
Part 7,25-09-719-699,1,Steel,1008,0.119,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p119_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,35.7
Part 8,25-09-951-310,1,Steel,1008,0.119,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p119_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,71.52
Part 9,25-09-083-035,1,Steel,1008,0.119,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p119_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.5
Part 7,25-09-719-699,1,Steel,1008,0.119,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p119_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,42.55
Part 8,25-09-951-310,1,Steel,1008,0.119,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p119_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,81.24
Part 9,25-09-083-035,1,Steel,1008,0.119,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p119_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.3
Part 7,25-09-719-699,1,Steel,1008,0.119,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p119_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,33.86
Part 8,25-09-951-310,1,Steel,1008,0.119,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p119_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,69.68
Part 9,25-09-083-035,1,Steel,1008,0.135,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p135_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.94
Part 7,25-09-719-699,1,Steel,1008,0.135,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p135_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,37.43
Part 8,25-09-951-310,1,Steel,1008,0.135,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Steel_1008_0p135_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,73.13
Part 9,25-09-083-035,1,Steel,1008,0.135,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Steel_1008_0p135_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.68
Part 7,25-09-719-699,1,Steel,1008,0.135,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Steel_1008_0p135_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,44.29
